"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"765","UG201400000188",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.2,4,10,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"766","UG201400000189",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,24,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"767","UG201400000190",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,24,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"768","UG201400000191",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,26,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"769","UG201400000192",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0,4,18,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"770","UG201400000193",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,22,1,0.0455,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"771","UG201400000194",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.2,4,23,3,0.1304,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"772","UG201400000195",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.2,4,29,16,0.5517,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"773","UG201400000196",NA,"",NA,NA,"","Uganda","UGA","Africa",1,2015,1,2015,0.2,4,20,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"774","UG201400000197",NA,"",NA,NA,"","Uganda","UGA","Africa",1,2015,1,2015,0.3,4,26,1,0.0385,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"775","UG201400000198",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,30,1,0.0333,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"776","UG201400000199",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,22,13,0.5909,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"777","UG201400000200",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.2,4,14,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"778","UG201400000201",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.4,4,27,7,0.2593,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"779","UG201400000202",NA,"",NA,NA,"","Uganda","UGA","Africa",1,2015,1,2015,0,4,21,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"780","UG201400000203",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,20,4,0.2,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"781","UG201400000204",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,27,4,0.1481,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"782","UG201400000205",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0,4,28,7,0.25,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"783","UG201400000206",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.2,4,18,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"784","UG201400000207",NA,"",NA,NA,"","Uganda","UGA","Africa",1,2015,1,2015,0.6,4,9,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"785","UG201400000208",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.2,4,26,1,0.0385,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"786","UG201400000209",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,0.1,4,12,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"787","UG201400000210",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2014,12,2014,1.4,4,11,0,0,"P. falciparum","Microscopy","",NA,"true","false","Site data available from www.measuredhs.com"," (2015). <i>Uganda Malaria Indicator Survey 2014-15 .</i> DHS Survey ID 484. Kampala, Uganda. The Uganda Bureau of Statistics (UBOS). 1-N/A"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"788","UG201600000001",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,1.6,3,3,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"789","UG201600000002",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.7,5,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"790","UG201600000003",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.5,4,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"791","UG201600000004",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.5,4,3,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"792","UG201600000005",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,1.9,5,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"793","UG201600000006",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.7,5,6,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"794","UG201600000007",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.9,5,5,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"795","UG201600000008",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,2.4,5,2,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"796","UG201600000009",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,9,2016,1.1,3,3,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"797","UG201600000010",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.8,3,3,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"798","UG201600000011",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1.5,5,5,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"799","UG201600000012",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,10,2016,0.8,5,5,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"800","UG201600000013",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.3,5,11,1,0.0909,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"801","UG201600000014",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.4,4,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"802","UG201600000015",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1.8,5,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"803","UG201600000016",NA,"",NA,NA,"","Uganda","UGA","Africa",12,2016,12,2016,2.1,5,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"804","UG201600000017",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,2,3,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"805","UG201600000018",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.8,4,6,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"806","UG201600000019",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1.5,5,5,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"807","UG201600000020",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,10,2016,2.3,3,3,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"808","UG201600000021",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1.1,5,6,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"809","UG201600000022",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.9,3,8,1,0.125,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"810","UG201600000023",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.8,5,3,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"811","UG201600000024",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,10,2016,1.3,5,6,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"812","UG201600000025",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.9,5,4,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"813","UG201600000026",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,4.6,5,2,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
